1,NaN,NaN,NaN,NaN,NaN
51,NaN,NaN,NaN,NaN,NaN
101,NaN,NaN,NaN,NaN,NaN
151,NaN,NaN,NaN,NaN,NaN
201,NaN,NaN,NaN,NaN,NaN
251,NaN,NaN,NaN,NaN,NaN
301,NaN,NaN,NaN,NaN,NaN
351,NaN,NaN,NaN,NaN,NaN
401,NaN,NaN,NaN,NaN,NaN
451,NaN,NaN,NaN,NaN,NaN
501,NaN,NaN,NaN,NaN,NaN
551,NaN,NaN,NaN,NaN,NaN
601,NaN,NaN,NaN,NaN,NaN
651,NaN,NaN,NaN,NaN,NaN
701,NaN,NaN,NaN,NaN,NaN
751,NaN,NaN,NaN,NaN,NaN
801,NaN,NaN,NaN,NaN,NaN
851,NaN,NaN,NaN,NaN,NaN
901,NaN,NaN,NaN,NaN,NaN
951,NaN,NaN,NaN,NaN,NaN
1001,NaN,NaN,NaN,NaN,NaN
1051,NaN,NaN,NaN,NaN,NaN
1101,NaN,NaN,NaN,NaN,NaN
1151,NaN,NaN,NaN,NaN,NaN
1201,NaN,NaN,NaN,NaN,NaN
1251,NaN,NaN,NaN,NaN,NaN
1301,NaN,NaN,NaN,NaN,NaN
1351,NaN,NaN,NaN,NaN,NaN
1401,NaN,NaN,NaN,NaN,NaN
1451,NaN,NaN,NaN,NaN,NaN
1501,NaN,NaN,NaN,NaN,NaN
1551,NaN,NaN,NaN,NaN,NaN
1601,NaN,NaN,NaN,NaN,NaN
1651,NaN,NaN,NaN,NaN,NaN
1701,NaN,NaN,NaN,NaN,NaN
1751,NaN,NaN,NaN,NaN,NaN
1801,NaN,NaN,NaN,NaN,NaN
1851,NaN,NaN,NaN,NaN,NaN
1901,NaN,NaN,NaN,NaN,NaN
1951,NaN,NaN,NaN,NaN,NaN
2001,NaN,NaN,NaN,NaN,NaN
2051,NaN,NaN,NaN,NaN,NaN
2101,NaN,NaN,NaN,NaN,NaN
2151,NaN,NaN,NaN,NaN,NaN
2201,NaN,NaN,NaN,NaN,NaN
2251,NaN,NaN,NaN,NaN,NaN
2301,NaN,NaN,NaN,NaN,NaN
2351,NaN,NaN,NaN,NaN,NaN
2401,NaN,NaN,NaN,NaN,NaN
2451,NaN,NaN,NaN,NaN,NaN
2501,NaN,NaN,NaN,NaN,NaN
2551,NaN,NaN,NaN,NaN,NaN
2601,NaN,NaN,NaN,NaN,NaN
2651,NaN,NaN,NaN,NaN,NaN
2701,NaN,NaN,NaN,NaN,NaN
2751,NaN,NaN,NaN,NaN,NaN
2801,NaN,NaN,NaN,NaN,NaN
2851,NaN,NaN,NaN,NaN,NaN
2901,NaN,NaN,NaN,NaN,NaN
2951,NaN,NaN,NaN,NaN,NaN
3001,NaN,NaN,NaN,NaN,NaN
3051,NaN,NaN,NaN,NaN,NaN
3101,NaN,NaN,NaN,NaN,NaN
3151,NaN,NaN,NaN,NaN,NaN
3201,NaN,NaN,NaN,NaN,NaN
3251,NaN,NaN,NaN,NaN,NaN
3301,NaN,NaN,NaN,NaN,NaN
3351,NaN,NaN,NaN,NaN,NaN
3401,NaN,NaN,NaN,NaN,NaN
3451,NaN,NaN,NaN,NaN,NaN
3501,NaN,NaN,NaN,NaN,NaN
3551,NaN,NaN,NaN,NaN,NaN
3601,NaN,NaN,NaN,NaN,NaN
3651,NaN,NaN,NaN,NaN,NaN
3701,NaN,NaN,NaN,NaN,NaN
3751,NaN,NaN,NaN,NaN,NaN
3801,NaN,NaN,NaN,NaN,NaN
3851,NaN,NaN,NaN,NaN,NaN
3901,NaN,NaN,NaN,NaN,NaN
3951,NaN,NaN,NaN,NaN,NaN
4001,NaN,NaN,NaN,NaN,NaN
4051,NaN,NaN,NaN,NaN,NaN
4101,NaN,NaN,NaN,NaN,NaN
4151,NaN,NaN,NaN,NaN,NaN
4201,NaN,NaN,NaN,NaN,NaN
4251,NaN,NaN,NaN,NaN,NaN
4301,NaN,NaN,NaN,NaN,NaN
4351,NaN,NaN,NaN,NaN,NaN
4401,NaN,NaN,NaN,NaN,NaN
4451,NaN,NaN,NaN,NaN,NaN
4501,NaN,NaN,NaN,NaN,NaN
4551,NaN,NaN,NaN,NaN,NaN
4601,NaN,NaN,NaN,NaN,NaN
4651,NaN,NaN,NaN,NaN,NaN
4701,NaN,NaN,NaN,NaN,NaN
4751,NaN,NaN,NaN,NaN,NaN
4801,NaN,NaN,NaN,NaN,NaN
4851,NaN,NaN,NaN,NaN,NaN
4901,NaN,NaN,NaN,NaN,NaN
4951,NaN,NaN,NaN,NaN,NaN
5001,NaN,NaN,NaN,NaN,NaN
5051,NaN,NaN,NaN,NaN,NaN
5101,NaN,NaN,NaN,NaN,NaN
5151,NaN,NaN,NaN,NaN,NaN
5201,NaN,NaN,NaN,NaN,NaN
5251,NaN,NaN,NaN,NaN,NaN
5301,NaN,NaN,NaN,NaN,NaN
5351,NaN,NaN,NaN,NaN,NaN
